         9610377 function calls (9601061 primitive calls) in 6.360 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/quiver.py:443(Quiver)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/text.py:1615(Annotation)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/container.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:336(_validate_cmap)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_mathtext.py:1969(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/kiwisolver/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/widgets.py:996(CheckButtons)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:9(Gcf)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:206(_collect_type_vars)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:966(_make_child_relpath)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:441(_validate_papersize)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:249(AitoffTransform)
       30    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1855(isscalar)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:608(_format_parsed_parts)
       19    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/path.py:202(_update_values)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3225(__str__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3270(Regex)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1194(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/style/core.py:238(reload_library)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:505(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/edge.py:26(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1300(is_dir)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:5454(_escapeRegexRangeChars)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4775(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1577(addCondition)
        1    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.ndarray' objects}
       51    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/shapes.py:150(draw_path)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/edge.py:47(_construct_visual_edge_builder)
    52/32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1037(__hash__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:390(open)
      156    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:153(RendererBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:288(conditionAsParseAction)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1234(<genexpr>)
      222    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2264(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/path.py:24(Path)
       62    0.000    0.000    0.000    0.000 {method 'arc' of 'cairo.Context' objects}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1860(resetCache)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:5707(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1467(setResultsName)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
      130    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:1922(Arc)
      102    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:304(__init__)
       28    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:462(_validate_linestyle)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1170(mkdir)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:110(register)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/style/core.py:198(update_user_library)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:5705(<lambda>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1791(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:297(HammerTransform)
       17    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:273(validate_color_or_auto)
        5    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/cbook.py:849(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_cm.py:1(<module>)
       47    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:357(validate_fontsize)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/polar.py:188(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:582(get_data_path)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:33(_is_sunder)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:416(LambertTransform)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/types.py:69(new_class)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_mathtext.py:221(Fonts)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:344(MollweideTransform)
      172    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:885(__iter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1204(wait)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1467(info)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/spines.py:14(Spine)
       11    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/_methods.py:101(_mean)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/cffi/error.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dates.py:208(__getattr__)
      236    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:409(__subclasshook__)
      141    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2450(setWhitespaceChars)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2412(<lambda>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:267(_remove_dups_flatten)
       13    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:440(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1927(_wait)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/layout.py:166(scale)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:1314(FancyArrow)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/tri/_trifinder.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1092(stat)
      185    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/dateutil/rrule.py:1307(rruleset)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.10/configparser.py:1144(_unify_values)
       27    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:154(_deprecated_property)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:763(GraphicsContextBase)
      210    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_enums.py:27(JoinStyle)
    33/24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1247(__hash__)
        6    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:506(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:25(open)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/scale.py:201(LogTransform)
       12    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:264(get_aliased_and_aliases)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2896(parseImpl)
       21    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:213(__getattr__)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:188(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:316(InvertedHammerTransform)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:209(ismethoddescriptor)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:78(_check_methods)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:980(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/metamagic.py:178(record_generator)
      201    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/rcsetup.py:59(func)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:514(_add_read_data)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1814(Affine2DBase)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/copyreg.py:109(_slotnames)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:12(_is_descriptor)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3707(__init__)
       65    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:205(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:398(select_from)
        4    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        4    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:139(finalize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1323(__class_getitem__)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:600(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:386(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/geo.py:456(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1914(_try_wait)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2177(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:620(get_exec_path)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1401(MouseButton)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2367(__invert__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_enums.py:119(CapStyle)
      130    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/texmanager.py:56(TexManager)
        4    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:2285(__init__)
